id,date,valid_time,location_longitude,location_latitude,danger_rating_level,danger_rating_text,danger_problem_text,involved_sum,involved_dead,involved_injured,involved_uninjured,involved_swept,involved_buried_total,involved_buried_partial,involved_not_buried,avalanche_extent_length,avalanche_extent_width,avalanche_breakheight,avalanche_type_text,avalanche_size_text,location_elevation,location_slope_angle,location_aspect_text,location_name,location_subregion_text,involved_equipment_standard_text,involved_equipment_lvs_text,involved_equipment_airbag_text,involved_ascent_descent_text,avalanche_release_text,avalanche_humidity_text,weather_temp,weather_snow_depth,weather_temp_mean,weather_temp_diff,weather_rain_sum,weather_snow_sum,weather_wind_speed_mean,weather_wind_dir_mean,weather_radiation_sum
9404,2018-03-09 15:19:00,True,11.67233,47.18033,3.0,considerable,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,slab,,,,,Torspitze,Westl. Tuxer Alpen,,,,,,,-1.7180002,1.65,-8.404979,0.66874886,0.1,10.849999,2.0556874,240.22518435516545,43.37
9414,2018-03-18 10:55:00,True,12.21245,46.87899,2.0,moderate,,4.0,1.0,0.0,3.0,4.0,4.0,0.0,,,60.0,35.0,slab,3: large avalanche,2400.0,40.0,N,Hinterbergkofel,Östl. Deferegger Alpen,,,,,,,-5.552,1.61,-6.292625,-0.17500019,0.1,12.740001,2.2995987,90.17302485653292,43.12
9413,2018-03-14 11:30:00,True,10.16083,47.09628,2.0,moderate,,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,20.0,slab,2: medium avalanche,2150.0,,E,Maroital,Westl. Verwallgruppe,,,,,,,-2.1215,1.97,-3.8251457,-3.2687497,0.10000001,13.790001,2.9568248,227.1958881736924,56.46
9417,2018-03-19 13:11:00,True,10.82303,46.85687,3.0,considerable,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,,60.0,20.0,slab,3: large avalanche,2740.0,35.0,NE,Vernagthütte,Weißkugelgruppe,,,,,,,-10.432,27.97,-9.526271,-3.093749,0.0,11.130001,2.105346,191.93552835712185,59.940002
9415,2018-03-18 15:54:00,True,10.66267,47.3805,2.0,moderate,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,200.0,,,slab,3: large avalanche,2050.0,,SE,Hintere Steinkarspitze,Östl. Lechtaler A. - Ammergauer A.,,,,,,,-5.4014997,1.61,-3.9587913,-2.168749,0.0,9.5199995,2.412762,92.40271279032692,47.769997
8681,2013-12-30 00:00:00,True,12.535037,46.895037,3.0,considerable,,,0.0,1.0,,1.0,0.0,1.0,,250.0,40.0,50.0,slab,,2570.0,40.0,NE,Toblacher Pfannhorn,Östl. Deferegger Alpen,,,,,,,-7.2970004,1.06,-4.5803337,-4.552084,0.0,7.4200015,2.0385134,136.77482499745048,17.34
8682,2014-01-02 00:00:00,True,11.810073,47.105073,2.0,moderate,,,0.0,0.0,,,,,,250.0,60.0,40.0,slab,,2250.0,,NE,Nasse Wand,Nördl. Zillertaler Alpen,,,,,,,-7.2450004,0.73,-5.303333,-0.7145827,0.0,1.6100001,1.6705948,12.23140628923681,20.0
8683,2014-01-06 00:00:00,True,11.005329,47.115328999999,3.0,considerable,,,0.0,0.0,,,,,,,,,,,,,,Axamer Lizum,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-10.898,1.33,-8.840708,3.7999992,0.0,18.830002,1.974592,236.1125908521173,16.97
8684,2014-01-06 00:00:00,True,12.430091,47.025091,3.0,considerable,,,0.0,0.0,,0.0,0.0,0.0,,50.0,30.0,,slab,,1900.0,,NE,Breit Lahner,Venedigergruppe,,,,,,,-7.5664997,1.37,-6.4107714,4.533333,0.0,23.869999,2.161951,159.2455463101455,15.389999
9416,2018-03-16 11:07:00,True,10.73938,46.86963,3.0,considerable,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,200.0,,,slab,3: large avalanche,2450.0,,NE,Hinterer Nöderberg,Glockturmgruppe,,,,,,,-3.1794999,1.65,-6.794083,-0.041666508,0.1,5.8100004,2.5966487,91.03931140934398,60.72
9422,2018-03-24 11:23:00,True,10.66991,46.89545,3.0,considerable,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,slab,3: large avalanche,3190.0,40.0,SE,Riffljoch,Glockturmgruppe,,,,,,,-8.569,10.15,-17.767439,6.0458326,0.0,5.5999994,2.302097,9.545396832088858,78.89
9433,2018-04-02 15:30:00,True,12.05609,47.61421,3.0,considerable,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,300.0,40.0,70.0,gliding,3: large avalanche,1600.0,35.0,E,Trainsjoch,Brandenberger Alpen,,,,,,,4.0579996,1.07,-1.0341873,0.19166668,0.4,14.84,4.062575,238.0386495565476,62.699997
9434,2018-04-02 10:30:00,True,11.63298,47.1127,3.0,considerable,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,500.0,250.0,50.0,slab,4: very large avalanche,2400.0,28.0,NW,Kasern,Westl. Tuxer Alpen,,,,,,,-1.378,1.79,-5.361854,-2.0270836,0.1999999,19.04,3.620024,254.6302172392624,71.09
9429,2018-03-25 12:07:00,True,12.54649,47.11526,3.0,considerable,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,slab,3: large avalanche,2800.0,,SE,Glockenkogel,Venedigergruppe,,,,,,,-5.685,1.88,-12.381875,6.712496,0.0,3.9900007,2.737253,330.3498856233205,75.65
9423,2018-03-24 12:51:00,True,11.35833,47.0245,3.0,considerable,,3.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,slab,3: large avalanche,2600.0,40.0,N,Hohes Tor,Zentrale Stubaier Alpen,,,,,,,-6.6405,1.71,-13.668104,2.987503,0.0,1.3299999,2.8665833,329.53957930094685,75.82
8685,2014-01-06 00:00:00,True,10.985343,46.930342999999,3.0,considerable,,,0.0,0.0,,,,,,,,,,,,,,Gaislachkogel,Weißkugelgruppe,,,,,,,-9.7965,1.32,-7.0944166,2.8875003,0.0,15.05,2.083316,192.8949240486985,14.57
8687,2014-01-06 00:00:00,True,11.00533,47.115329999999,3.0,considerable,,,0.0,2.0,,3.0,0.0,2.0,,230.0,26.0,110.0,slab,,2450.0,35.0,N,Wechnerscharte,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-10.898,1.33,-8.840708,3.7999992,0.0,18.830002,1.974592,236.1125908521173,16.97
9424,2018-03-24 12:57:00,True,12.09183,47.07583,2.0,moderate,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,slab,3: large avalanche,3000.0,39.0,W,Rauchkofel,Nördl. Zillertaler Alpen,,,,,,,-11.1805,1.71,-17.360708,6.5270853,0.0,3.0800004,2.5474052,332.76058723049823,76.130005
8691,2014-01-11 00:00:00,True,12.430092,47.025092,2.0,moderate,,,0.0,1.0,,1.0,0.0,1.0,,50.0,25.0,25.0,slab,,2700.0,40.0,N,Innerer Knorrkogel,Venedigergruppe,,,,,,,-7.5165,1.25,-4.7024374,-1.2729161,0.0,2.0300002,1.7094291,202.5178136457894,24.33
9447,2018-05-01 10:00:00,True,11.78019,46.99408,2.0,moderate,,3.0,0.0,3.0,0.0,3.0,0.0,0.0,,,,,slab,2: medium avalanche,3410.0,,,Größer Möseler,Nördl. Zillertaler Alpen,,,,,,,-5.0715,0.77,-4.9152493,-3.0458329,5.0,0.9100001,3.1832352,190.4969812348904,93.64
9439,2018-03-30 14:49:00,True,12.63283,47.55667,3.0,considerable,,2.0,0.0,1.0,1.0,2.0,1.0,1.0,,200.0,50.0,50.0,slab,3: large avalanche,2270.0,35.0,N,Waidringer Nieder,Wilder Kaiser - Waidringer Alpen,,,,,,,4.0715,1.61,-3.0279794,4.439584,2.4,17.92,2.492971,232.20085955218104,48.8
9449,2018-04-07 13:32:00,True,11.16156,47.40999,2.0,moderate,,2.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,,,1700.0,,,Leutascher Dreitorspitze,Mieminger Gebirge,,,,,,,12.936,1.36,3.0511045,1.9666667,0.90000004,1.75,3.3500037,142.74057176572808,80.53
9440,2018-04-01 15:00:00,True,12.32817,47.05883,3.0,considerable,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,slab,3: large avalanche,2200.0,,E,Johannishütte,Venedigergruppe,,,,,,,-4.6475,12.54,-4.7157297,-3.4145844,0.099999964,29.399998,4.0123835,188.6638540843074,64.59
9425,2018-03-24 15:31:00,True,11.59017,47.123,3.0,considerable,,2.0,1.0,0.0,1.0,2.0,2.0,0.0,,500.0,150.0,36.0,slab,3: large avalanche,2350.0,35.0,NW,Hohe Warte,Westl. Tuxer Alpen,,,,,,,-0.064500004,1.7,-9.925957,5.868749,0.0,5.250001,2.5932198,354.32980553502153,62.190002
9441,2018-03-30 12:55:00,True,10.3285,47.08883,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,slab,3: large avalanche,,,,Latte,Östl. Verwallgruppe,,,,,,,-0.55799997,2.15,-4.879354,3.0875,0.099999994,20.51,2.989284,235.4788859009236,61.68
9442,2018-04-02 15:37:00,True,10.9599,46.80143,3.0,considerable,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,300.0,100.0,,slab,3: large avalanche,3490.0,40.0,NE,Schalfkogel,Gurgler Gruppe,,,,,,,-9.08,1.88,-13.500313,0.46666718,0.10000001,8.82,2.3212123,15.37967868054299,78.24
7186,2001-03-24 00:00:00,True,11.005071,47.115071,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,slab,,,,,Lüsens - Loipe-Lüsen,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-2.298,2.01,-1.5256042,2.6145833,0.099999994,12.389999,2.5407577,245.4059648028901,67.18
307,2016-02-03 12:59:00,True,11.099,47.003,3.0,considerable,,2.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,slab,2: medium avalanche,3020.0,,,Hinterer Daunkopf,Zentrale Stubaier Alpen,,,,,,,-8.639,0.91,-6.859312,-2.0666647,0.0,15.96,2.5368488,287.73073463649155,26.660002
7301,2003-01-06 00:00:00,True,11.260031,47.395031,,,,,0.0,0.0,,0.0,0.0,0.0,,,,,slab,,,,,Nordkette - Seegrube,Mieminger Gebirge,,,,,,,-8.203,0.57,-3.8243537,-8.981249,3.2000003,9.5199995,2.1673377,239.19229582811943,16.93
8689,2014-01-08 00:00:00,True,10.985345,46.930344999999,3.0,considerable,,,0.0,1.0,,1.0,0.0,0.0,,300.0,,,slab,,2950.0,,N,Mittagskogel,Weißkugelgruppe,,,,,,,-7.9465,1.24,-6.1871247,-1.5479169,0.0,8.47,1.7747886,200.5531507121702,19.72
9247,2017-12-05 10:00:00,True,12.54458,47.4429,3.0,considerable,,2.0,0.0,0.0,2.0,0.0,0.0,2.0,,260.0,300.0,25.0,slab,3: large avalanche,1600.0,35.0,N,Fieberbrunn,Östl. Kitzbüheler Alpen,,,,,,,-3.476,0.75,-7.8098545,3.9333339,0.0,17.29,2.3469918,269.0957109578923,14.740001
9278,2017-12-23 10:59:00,True,11.38683,47.311,3.0,considerable,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,450.0,50.0,30.0,slab,2: medium avalanche,2200.0,,S,Hafelekar,Karwendel,,,,,,,-4.058,1.11,-8.077791,5.620834,0.40000004,12.040001,1.888203,262.9690585931476,12.56
9290,2017-12-23 13:16:00,True,10.67133,47.26167,3.0,considerable,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,slab,1: small avalanche,,,SE,Muttekopfhütte,Östl. Lechtaler A. - Ammergauer A.,,,,,,,-1.8085,1.19,-5.5277705,4.914584,0.0,10.43,1.8801489,261.89879527096326,15.03
9291,2017-12-24 10:42:00,True,10.6715,47.27183,2.0,moderate,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,slab,1: small avalanche,,,S,Engelkar,Östl. Lechtaler A. - Ammergauer A.,,,,,,,-7.1085,1.15,-8.103812,0.027080536,0.0,9.450001,2.0639067,259.3455612761858,17.23
8688,2014-01-07 00:00:00,True,10.985344,46.930343999999,3.0,considerable,,,0.0,1.0,,1.0,0.0,1.0,,250.0,160.0,90.0,slab,,2820.0,40.0,N,Mataunkopf,Weißkugelgruppe,,,,,,,-6.2465,1.28,-6.0480623,0.45833302,0.0,15.05,2.1062043,191.7619049484201,16.740002
8680,2013-12-30 00:00:00,True,10.985342,46.930341999999,3.0,considerable,,,0.0,0.0,,0.0,0.0,0.0,,128.0,30.0,,slab,,2600.0,40.0,SE,Gaislachkogel,Weißkugelgruppe,,,,,,,-15.0965,1.17,-8.20952,-7.7958336,0.0,7.98,1.8018787,198.3970239157373,19.28
8692,2014-01-11 00:00:00,True,11.144178,47.038639,2.0,moderate,,,1.0,0.0,,2.0,1.0,0.0,,2250.0,200.0,65.0,slab,,3380.0,40.0,S,Ruderhofspitze,Zentrale Stubaier Alpen,,,,,,,-15.844501,1.22,-12.545022,-0.8187504,0.0,2.1000001,1.4671249,223.86092536802863,21.44
8693,2014-01-11 00:00:00,True,11.005331,47.115330999999,2.0,moderate,,,0.0,1.0,,1.0,1.0,0.0,,400.0,250.0,100.0,slab,,2900.0,34.0,E,Zwieselbacher Rosskogel,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-10.898,1.22,-7.598521,-0.8187494,0.0,0.49,1.4766667,281.5155083785901,23.689999
8694,2014-01-12 00:00:00,True,12.535038,46.895038,2.0,moderate,,,0.0,0.0,,1.0,0.0,1.0,,70.0,40.0,40.0,slab,,2830.0,35.0,W,Schleinitz,Östl. Deferegger Alpen,,,,,,,-9.197,1.11,-6.9891877,-1.927084,0.0,2.1000001,1.79073,233.89338042851017,25.18
8695,2014-01-26 00:00:00,True,10.535236,47.270235999999,3.0,considerable,,,0.0,1.0,,2.0,0.0,2.0,,200.0,25.0,50.0,slab,,2200.0,33.0,SE,Kappl,Zentrale Lechtaler Alpen,,,,,,,-7.7425,0.76,-5.300833,-1.1187501,0.2,11.9,3.3267918,247.71241040257672,21.210001
8696,2014-01-26 00:00:00,True,10.985346,46.930345999999,3.0,considerable,,,0.0,1.0,,2.0,0.0,0.0,,300.0,25.0,42.0,slab,,2100.0,,S,Kaunergrat Riffelsee,Weißkugelgruppe,,,,,,,-14.1965,1.22,-10.9402485,-1.6000004,0.0,9.24,1.9422455,283.17090034659105,25.95
8697,2014-01-29 00:00:00,True,12.24015,47.39015,3.0,considerable,,,0.0,0.0,,0.0,0.0,0.0,,,,,slab,,2000.0,,S,Ellmauer Tor,Westl. Kitzbüheler Alpen,,,,,,,-12.217,0.88,-7.055542,-3.1770844,0.30000007,14.000001,2.6249266,174.77395406741277,20.5
8698,2014-01-29 00:00:00,True,11.645177,47.235177,3.0,considerable,,,0.0,0.0,,0.0,0.0,0.0,,,,,slab,,2000.0,,S,Fügenberg,Westl. Tuxer Alpen,,,,,,,-13.2755,1.32,-10.940083,-1.3270798,0.0,11.900001,2.337967,50.70138896378592,26.689999
8699,2014-01-29 00:00:00,True,11.005332,47.115331999999,3.0,considerable,,,0.0,0.0,,0.0,0.0,0.0,,,,,slab,,2300.0,,W,Hoadl,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-15.948,1.52,-13.462583,-1.3916693,0.0,11.4800005,2.1385415,293.0172464125681,30.940002
8700,2014-01-29 00:00:00,True,11.810074,47.105074,3.0,considerable,,,0.0,0.0,,1.0,0.0,0.0,,,,50.0,slab,,2350.0,,S,Kleiner Gilfert,Nördl. Zillertaler Alpen,,,,,,,-7.695,1.1,-4.337708,-3.0604162,0.0,7.3500004,1.8502468,22.260385637204447,27.010002
8701,2014-01-29 00:00:00,True,11.005333,47.115332999999,3.0,considerable,,,0.0,0.0,,,0.0,0.0,,,20.0,,slab,,2520.0,,S,Mugkogel,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-15.948,1.52,-13.462583,-1.3916693,0.0,11.4800005,2.1385415,293.0172464125681,30.940002
8702,2014-01-29 00:00:00,True,11.645179,47.235179,3.0,considerable,,,0.0,0.0,,0.0,0.0,0.0,,,,,slab,,1850.0,,S,Wanglspitze,Westl. Tuxer Alpen,,,,,,,-13.2755,1.32,-10.940083,-1.3270798,0.0,11.900001,2.337967,50.70138896378592,26.689999
8704,2014-01-30 00:00:00,True,12.240152,47.390152,3.0,considerable,,,0.0,0.0,,1.0,0.0,,,,,,slab,,2000.0,,,Hochkopf,Westl. Kitzbüheler Alpen,,,,,,,-9.917,0.87,-6.886271,-1.0812511,0.6000001,8.540001,2.520212,156.2849188521334,22.819998
8705,2014-01-31 00:00:00,True,11.756145,47.237859,3.0,considerable,,,1.0,0.0,,1.0,1.0,0.0,,120.0,35.0,30.0,slab,,2280.0,35.0,E,Kleiner Gilfert,Östl. Tuxer Alpen,,,,,,,-8.047,1.41,-10.394396,5.9916673,0.0,21.91,2.0461025,141.20918871229784,25.63
8706,2014-01-31 00:00:00,True,12.318552,46.819659,4.0,high,,,1.0,0.0,,1.0,1.0,0.0,,1500.0,500.0,75.0,slab,,2350.0,40.0,E,Kreuzspitze,Östl. Deferegger Alpen,,,,,,,-7.9189997,1.53,-9.9471245,5.1812487,0.0,32.899998,2.0192382,152.99935197454715,25.010002
8707,2014-01-31 00:00:00,True,12.753449,46.844637,4.0,high,,,1.0,0.0,,1.0,1.0,0.0,,,,,,,850.0,,,Thurn,Schobergruppe,,,,,,,0.029000044,1.44,-1.632979,3.2458334,11.299998,75.03999,1.6328845,17.426056289844876,14.480001
8708,2014-02-01 00:00:00,True,11.005334,47.115333999999,3.0,considerable,,,0.0,0.0,,1.0,0.0,1.0,,,,,slab,,2060.0,,W,Nockspitze,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-8.997999,1.66,-10.338104,8.541668,0.0,22.539999,2.3628342,154.86765459935577,28.7
8709,2014-02-01 00:00:00,True,11.64518,47.23518,3.0,considerable,,,0.0,0.0,,0.0,0.0,0.0,,,,,slab,,2000.0,,N,Ultenspitze/Ottenspitze,Westl. Tuxer Alpen,,,,,,,-4.9255,1.41,-7.546854,9.687497,0.0,24.710001,2.33025,158.8279075631559,25.03
8710,2014-02-02 00:00:00,True,12.430093,47.025093,3.0,considerable,,,0.0,0.0,,0.0,0.0,0.0,,,,120.0,slab,,2300.0,,SW,Goldried,Venedigergruppe,,,,,,,-4.4165,1.81,-5.4290004,5.762499,0.0,50.679996,2.0419877,149.38064945038272,20.66
8711,2014-02-04 00:00:00,True,11.005335,47.115334999999,3.0,considerable,,,0.0,1.0,,5.0,0.0,4.0,,500.0,300.0,50.0,slab,,2400.0,,NE,Hoher Burgstall,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-7.198,1.62,-6.122479,-0.122917175,0.0,17.710001,2.2828877,132.1223733424046,26.779999
8712,2014-02-08 00:00:00,True,11.005336,47.115335999999,3.0,considerable,,,0.0,0.0,,,,,,,,,slab,,2600.0,,W,Alpenklubscharte,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-6.6480002,1.62,-8.019354,-0.15416527,0.0,9.239999,2.4532645,184.4226071380529,35.440002
8713,2014-02-08 00:00:00,True,11.645181,47.235181,3.0,considerable,,,0.0,0.0,,1.0,,,,,,,,,2700.0,,,Hohe Warte,Westl. Tuxer Alpen,,,,,,,-3.7754998,1.39,-4.5400834,-0.05208206,0.0,8.82,3.296142,167.73041710848554,30.02
8714,2014-02-11 00:00:00,True,10.985347,46.930346999999,3.0,considerable,,,0.0,0.0,,1.0,0.0,0.0,,,,310.0,slab,,,,,Rettenbachgletscher,Weißkugelgruppe,,,,,,,-6.8465,1.72,-6.480354,0.9958329,0.0,14.0,2.205081,200.6672421920661,28.67
8715,2014-02-14 00:00:00,True,12.430094,47.025094,2.0,moderate,,,0.0,0.0,,0.0,0.0,0.0,,710.0,200.0,,slab,,2470.0,35.0,SW,Schönleitenspitze,Venedigergruppe,,,,,,,-9.6165,1.81,-7.6248336,-2.2875018,0.0,11.269999,2.3213642,221.9460135323239,37.45
