id,date,valid_time,location_longitude,location_latitude,danger_rating,danger_problem,involved_sum,involved_dead,involved_injured,involved_uninjured,involved_swept,involved_buried_total,involved_buried_partial,involved_not_buried,avalanche_extent_length,avalanche_extent_width,avalanche_breakheight,avalanche_type,avalanche_size,location_elevation,location_slope_angle,location_aspect,location_name,location_subregion,involved_standard_equipment,involved_avd_activated,involved_equipment_airbag,involved_ascent_descent,avalanche_artificial_release,avalanche_humidity,weather_temp,weather_snow_depth,weather_temp_mean,weather_temp_diff,weather_rain_sum,weather_snow_sum,weather_wind_speed_mean,weather_wind_dir_mean,weather_radiation_sum,week_day
9359,2018-02-18 08:08:00,True,10.854,46.919,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3215.0,50.0,W,Pitztaler Gletscher,Weißkugelgruppe,,,,,,,-15.5525,10.19,-11.425417,-4.7666664,0.099999994,17.430002,2.5860121,238.94157324406652,32.47,6
9404,2018-03-09 15:19:00,True,11.67233,47.18033,3.0,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,slab,,2659.0,29.0,NE,Torspitze,Westl. Tuxer Alpen,,,,,,,-1.7180002,1.65,-8.404979,0.66874886,0.1,10.849999,2.0556874,240.22518435516545,43.37,4
9414,2018-03-18 10:55:00,True,12.21245,46.87899,2.0,,4.0,1.0,0.0,3.0,4.0,4.0,0.0,,,60.0,35.0,slab,3.0,2400.0,40.0,N,Hinterbergkofel,Östl. Deferegger Alpen,,,,,,,-5.552,1.61,-6.292625,-0.17500019,0.1,12.740001,2.2995987,90.17302485653292,43.12,6
9413,2018-03-14 11:30:00,True,10.16083,47.09628,2.0,,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,20.0,slab,2.0,2150.0,24.0,E,Maroital,Westl. Verwallgruppe,,,,,,,-2.1215,1.97,-3.8251457,-3.2687497,0.10000001,13.790001,2.9568248,227.1958881736924,56.46,2
9417,2018-03-19 13:11:00,True,10.82303,46.85687,3.0,,1.0,0.0,0.0,1.0,1.0,1.0,0.0,,,60.0,20.0,slab,3.0,2740.0,35.0,NE,Vernagthütte,Weißkugelgruppe,,,,,,,-10.432,27.97,-9.526271,-3.093749,0.0,11.130001,2.105346,191.93552835712185,59.940002,0
9415,2018-03-18 15:54:00,True,10.66267,47.3805,2.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,200.0,,,slab,3.0,2050.0,39.0,SE,Hintere Steinkarspitze,Östl. Lechtaler A. - Ammergauer A.,,,,,,,-5.4014997,1.61,-3.9587913,-2.168749,0.0,9.5199995,2.412762,92.40271279032692,47.769997,6
9416,2018-03-16 11:07:00,True,10.73938,46.86963,3.0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,200.0,,,slab,3.0,2450.0,21.0,NE,Hinterer Nöderberg,Glockturmgruppe,,,,,,,-3.1794999,1.65,-6.794083,-0.041666508,0.1,5.8100004,2.5966487,91.03931140934398,60.72,4
9422,2018-03-24 11:23:00,True,10.66991,46.89545,3.0,,1.0,0.0,0.0,1.0,1.0,0.0,1.0,,,,,slab,3.0,3190.0,40.0,SE,Riffljoch,Glockturmgruppe,,,,,,,-8.569,10.15,-17.767439,6.0458326,0.0,5.5999994,2.302097,9.545396832088858,78.89,5
9433,2018-04-02 15:30:00,True,12.05609,47.61421,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,300.0,40.0,70.0,gliding,3.0,1600.0,35.0,E,Trainsjoch,Brandenberger Alpen,,,,,,,4.0579996,1.07,-1.0341873,0.19166668,0.4,14.84,4.062575,238.0386495565476,62.699997,0
9434,2018-04-02 10:30:00,True,11.63298,47.1127,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,500.0,250.0,50.0,slab,4.0,2400.0,28.0,NW,Kasern,Westl. Tuxer Alpen,,,,,,,-1.378,1.79,-5.361854,-2.0270836,0.1999999,19.04,3.620024,254.6302172392624,71.09,0
9429,2018-03-25 12:07:00,True,12.54649,47.11526,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,slab,3.0,2800.0,21.0,SE,Glockenkogel,Venedigergruppe,,,,,,,-5.685,1.88,-12.381875,6.712496,0.0,3.9900007,2.737253,330.3498856233205,75.65,6
9423,2018-03-24 12:51:00,True,11.35833,47.0245,3.0,,3.0,0.0,0.0,3.0,3.0,0.0,0.0,,,,,slab,3.0,2600.0,40.0,N,Hohes Tor,Zentrale Stubaier Alpen,,,,,,,-6.6405,1.71,-13.668104,2.987503,0.0,1.3299999,2.8665833,329.53957930094685,75.82,5
9424,2018-03-24 12:57:00,True,12.09183,47.07583,2.0,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,slab,3.0,3000.0,39.0,W,Rauchkofel,Nördl. Zillertaler Alpen,,,,,,,-11.1805,1.71,-17.360708,6.5270853,0.0,3.0800004,2.5474052,332.76058723049823,76.130005,5
9447,2018-05-01 10:00:00,True,11.78019,46.99408,2.0,,3.0,0.0,3.0,0.0,3.0,0.0,0.0,,,,,slab,2.0,3410.0,39.0,NW,Größer Möseler,Nördl. Zillertaler Alpen,,,,,,,-5.0715,0.77,-4.9152493,-3.0458329,5.0,0.9100001,3.1832352,190.4969812348904,93.64,1
9439,2018-03-30 14:49:00,True,12.63283,47.55667,3.0,,2.0,0.0,1.0,1.0,2.0,1.0,1.0,,200.0,50.0,50.0,slab,3.0,2270.0,35.0,N,Waidringer Nieder,Wilder Kaiser - Waidringer Alpen,,,,,,,4.0715,1.61,-3.0279794,4.439584,2.4,17.92,2.492971,232.20085955218104,48.8,4
9449,2018-04-07 13:32:00,True,11.16156,47.40999,2.0,,2.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,,,1700.0,33.0,NE,Leutascher Dreitorspitze,Mieminger Gebirge,,,,,,,12.936,1.36,3.0511045,1.9666667,0.90000004,1.75,3.3500037,142.74057176572808,80.53,5
9440,2018-04-01 15:00:00,True,12.32817,47.05883,3.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,slab,3.0,2200.0,35.0,E,Johannishütte,Venedigergruppe,,,,,,,-4.6475,12.54,-4.7157297,-3.4145844,0.099999964,29.399998,4.0123835,188.6638540843074,64.59,6
9425,2018-03-24 15:31:00,True,11.59017,47.123,3.0,,2.0,1.0,0.0,1.0,2.0,2.0,0.0,,500.0,150.0,36.0,slab,3.0,2350.0,35.0,NW,Hohe Warte,Westl. Tuxer Alpen,,,,,,,-0.064500004,1.7,-9.925957,5.868749,0.0,5.250001,2.5932198,354.32980553502153,62.190002,5
9441,2018-03-30 12:55:00,True,10.3285,47.08883,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,slab,3.0,2312.0,17.0,NW,Latte,Östl. Verwallgruppe,,,,,,,-0.55799997,2.15,-4.879354,3.0875,0.099999994,20.51,2.989284,235.4788859009236,61.68,4
9442,2018-04-02 15:37:00,True,10.9599,46.80143,3.0,,1.0,0.0,1.0,0.0,1.0,0.0,1.0,,300.0,100.0,,slab,3.0,3490.0,40.0,NE,Schalfkogel,Gurgler Gruppe,,,,,,,-9.08,1.88,-13.500313,0.46666718,0.10000001,8.82,2.3212123,15.37967868054299,78.24,0
307,2016-02-03 12:59:00,True,11.099,47.003,3.0,,2.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,slab,2.0,3020.0,16.0,S,Hinterer Daunkopf,Zentrale Stubaier Alpen,,,,,,,-8.639,0.91,-6.859312,-2.0666647,0.0,15.96,2.5368488,287.73073463649155,26.660002,2
9247,2017-12-05 10:00:00,True,12.54458,47.4429,3.0,,2.0,0.0,0.0,2.0,0.0,0.0,2.0,,260.0,300.0,25.0,slab,3.0,1600.0,35.0,N,Fieberbrunn,Östl. Kitzbüheler Alpen,,,,,,,-3.476,0.75,-7.8098545,3.9333339,0.0,17.29,2.3469918,269.0957109578923,14.740001,1
9278,2017-12-23 10:59:00,True,11.38683,47.311,3.0,,1.0,0.0,1.0,0.0,1.0,1.0,0.0,,450.0,50.0,30.0,slab,2.0,2200.0,44.0,S,Hafelekar,Karwendel,,,,,,,-4.058,1.11,-8.077791,5.620834,0.40000004,12.040001,1.888203,262.9690585931476,12.56,5
9290,2017-12-23 13:16:00,True,10.67133,47.26167,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,slab,1.0,1884.0,27.0,SE,Muttekopfhütte,Östl. Lechtaler A. - Ammergauer A.,,,,,,,-1.8085,1.19,-5.5277705,4.914584,0.0,10.43,1.8801489,261.89879527096326,15.03,5
9291,2017-12-24 10:42:00,True,10.6715,47.27183,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,slab,1.0,2358.0,54.0,S,Engelkar,Östl. Lechtaler A. - Ammergauer A.,,,,,,,-7.1085,1.15,-8.103812,0.027080536,0.0,9.450001,2.0639067,259.3455612761858,17.23,6
8692,2014-01-11 00:00:00,False,11.144178,47.038639,2.0,,,1.0,0.0,,2.0,1.0,0.0,,2250.0,200.0,65.0,slab,,3380.0,40.0,S,Ruderhofspitze,Zentrale Stubaier Alpen,,,,,,,-15.844501,1.22,-12.545022,-0.8187504,0.0,2.1000001,1.4671249,223.86092536802863,21.44,5
8705,2014-01-31 00:00:00,False,11.756145,47.237859,3.0,,,1.0,0.0,,1.0,1.0,0.0,,120.0,35.0,30.0,slab,,2280.0,35.0,E,Kleiner Gilfert,Östl. Tuxer Alpen,,,,,,,-8.047,1.41,-10.394396,5.9916673,0.0,21.91,2.0461025,141.20918871229784,25.63,4
8706,2014-01-31 00:00:00,False,12.318552,46.819659,4.0,,,1.0,0.0,,1.0,1.0,0.0,,1500.0,500.0,75.0,slab,,2350.0,40.0,E,Kreuzspitze,Östl. Deferegger Alpen,,,,,,,-7.9189997,1.53,-9.9471245,5.1812487,0.0,32.899998,2.0192382,152.99935197454715,25.010002,4
8707,2014-01-31 00:00:00,False,12.753449,46.844637,4.0,,,1.0,0.0,,1.0,1.0,0.0,,,,,,,850.0,17.0,E,Thurn,Schobergruppe,,,,,,,0.029000044,1.44,-1.632979,3.2458334,11.299998,75.03999,1.6328845,17.426056289844876,14.480001,4
6746,1993-01-27 00:00:00,False,10.263416,47.104665,4.0,,,2.0,0.0,,2.0,2.0,0.0,,250.0,20.0,50.0,slab,,2000.0,40.0,W,Moostal - Rendlgebiet,Westl. Verwallgruppe,,,,,,,-11.002501,1.52,-6.2639585,-6.4708333,0.100000024,29.120003,2.2590957,255.97800480780268,23.88,2
6747,1993-01-31 00:00:00,False,11.287931,47.174721,4.0,,,1.0,0.0,,1.0,1.0,0.0,,200.0,80.0,,slab,,2350.0,35.0,E,Hochtennboden - Schigeb. Axamer Lizum,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-11.061501,1.54,-8.532333,-0.37499905,0.0,5.88,1.7767634,245.10519059259943,27.71,6
6748,1993-02-21 00:00:00,False,12.306106,47.359404,5.0,,,1.0,0.0,,2.0,1.0,1.0,,,,,slab,,1700.0,42.0,NE,Aschau - Spiessnägel,Westl. Kitzbüheler Alpen,,,,,,,-11.209,1.19,-7.9678545,-3.652083,0.40000004,24.5,2.8069873,295.9546648877804,30.300001,6
6749,1993-02-21 00:00:00,False,10.54069,47.483574,5.0,,,1.0,0.0,,1.0,1.0,0.0,,200.0,40.0,,,,1862.0,45.0,NW,Neunerköpfle - Usseralpe,Allgäuer Alpen,,,,,,,-7.9875,1.32,-6.754688,-3.4249997,0.40000004,31.990002,2.8869157,266.0895807796296,28.220001,6
9250,2017-12-06 12:54:00,True,12.119,47.3125,3.0,,,,,,,,,,,,,slab,2.0,2280.0,20.0,NE,Aleitenspitze,Westl. Kitzbüheler Alpen,,,,,,,-2.118,3.48,-11.41175,8.879165,0.0,10.92,1.8861091,219.1692957479036,18.199999,2
6756,1993-03-10 00:00:00,False,11.57174,47.106952,4.0,,,1.0,0.0,,1.0,1.0,0.0,,300.0,250.0,,slab,,2300.0,35.0,N,Scheibenspitze - ,Westl. Tuxer Alpen,,,,,,,-13.276999,1.92,-10.610333,2.1937494,0.0,8.050001,2.0362782,292.18360816398973,59.899998,2
6758,1993-03-13 00:00:00,False,12.262694,47.348154,4.0,,,1.0,0.0,,1.0,1.0,0.0,,,80.0,80.0,slab,,1830.0,41.0,N,Gerstinger Joch - Spertental,Westl. Kitzbüheler Alpen,,,,,,,-10.066,4.29,-5.998812,1.8375006,0.0,0.0,1.451097,91.5889435620441,67.21,5
6760,1993-03-13 00:00:00,False,11.48681,47.345788,3.0,,,1.0,0.0,,1.0,1.0,0.0,,1000.0,,,slab,,2510.0,44.0,S,Speckkarspitze - Bettelwurfgebiet,Karwendel,,,,,,,-13.069,1.54,-9.389313,1.1729164,0.0,0.0,1.4214756,237.7903585198393,67.22,5
6765,1993-04-12 00:00:00,False,10.974983,46.774029,4.0,,,4.0,0.0,,7.0,4.0,0.0,,150.0,80.0,200.0,slab,,3200.0,40.0,E,Querkogeljoch - Gurgler Ferner,Gurgler Gruppe,,,,,,,-10.335501,1.91,-8.987583,-0.5333338,1.4,19.95,1.3923471,297.89913778221296,70.36,0
6775,1993-12-29 00:00:00,False,10.953631,46.96698,3.0,,,1.0,0.0,,1.0,1.0,0.0,,100.0,80.0,70.0,,,2790.0,45.0,E,Rotkogel - Hochsölden,Weißkugelgruppe,,,,,,,-17.103,1.38,-17.836855,3.1520834,0.0,1.19,2.429068,304.7315945750302,23.18,2
6785,1994-01-30 00:00:00,False,11.039359,46.874743,3.0,,,1.0,2.0,,3.0,3.0,0.0,,,100.0,160.0,,,2300.0,37.0,SW,Festkogelbahn - Stöcklseite,Gurgler Gruppe,,,,,,,-12.9355,1.3,-10.65373,-0.13541603,0.100000024,9.8,2.893617,310.97752936344006,31.56,6
6789,1994-02-16 00:00:00,False,12.673468,47.057552,2.0,,,1.0,0.0,,1.0,1.0,0.0,,200.0,10.0,80.0,,,2500.0,40.0,W,Finstere Tal - ,Glocknergruppe,,,,,,,-17.776999,1.59,-16.02127,-1.2125025,0.0,0.90999997,1.8199025,142.28557188397852,41.579998,2
6800,1995-01-03 00:00:00,False,10.270961,47.148918,4.0,,,3.0,0.0,,3.0,3.0,0.0,,,,50.0,,,1700.0,50.0,SE,Schöngraben - Thörli/ Kapall,Westl. Lechtaler Alpen,,,,,,,-11.4475,1.15,-9.580313,-6.7041655,0.0,28.140001,2.4862099,252.1857471768282,15.85,1
6806,1995-02-11 00:00:00,False,11.572334,47.106255,2.0,,,3.0,1.0,,13.0,5.0,8.0,,350.0,40.0,,,,2498.0,44.0,NE,Scheibenspitze - Gipfelregion,Westl. Tuxer Alpen,,,,,,,-7.3694997,1.11,-6.161688,-0.45833206,0.0,4.9000006,1.7110907,230.09639630663003,31.650002,5
6808,1995-02-18 00:00:00,False,10.567249,47.486994,2.0,,,1.0,0.0,,1.0,1.0,0.0,,250.0,4.0,,,,1300.0,41.0,W,Strindental - Strindenbachschlucht,Allgäuer Alpen,,,,,,,-0.68549997,0.92,-0.5245626,-1.0499997,8.3,19.880001,3.7856884,237.36011124364185,20.869999,5
6814,1995-03-22 00:00:00,False,10.220457,47.13172,4.0,,,1.0,0.0,,1.0,0.0,0.0,,,,70.0,,,1900.0,44.0,SW,Galzig - Zammermoos,Westl. Lechtaler Alpen,,,,,,,-12.685,2.27,-6.854271,-7.427084,0.70000005,28.63,2.2400708,302.8474459113472,50.32,2
6816,1995-03-23 00:00:00,False,11.039959,47.105991,3.0,,,2.0,0.0,,6.0,2.0,4.0,,,90.0,110.0,,,2900.0,45.0,S,Zwieselbachjoch - ,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-16.1885,1.89,-13.0885,2.968748,0.0,7.9800024,3.0218718,319.3526253614396,70.630005,3
6818,1995-03-31 00:00:00,False,11.520353,47.214109,3.0,,,2.0,0.0,,2.0,0.0,0.0,,450.0,80.0,63.0,,,2450.0,37.0,N,Glungezer - Große Diretissima,Westl. Tuxer Alpen,,,,,,,-18.355999,1.98,-14.610166,1.3729162,0.0,20.51,3.684044,322.3331559906932,68.96001,4
6821,1995-05-24 00:00:00,False,10.871651,46.888869,,,,2.0,0.0,,3.0,2.0,1.0,,150.0,100.0,,,,3400.0,40.0,NE,Ötztaler Wildspitze - unterhalb Nordflanke,Weißkugelgruppe,,,,,,,-8.4155,10.1,-6.635812,6.304167,0.0,2.1000004,1.7672276,124.28305104327914,106.149994,2
6823,1995-06-08 00:00:00,False,11.012078,47.180698,,,,1.0,0.0,,1.0,1.0,0.0,,,,,,,2700.0,28.0,NE,Sulzkogel / Kühtai - ,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-5.6125,1.8,-2.563021,2.5625002,5.0,23.029999,1.4471457,322.66092310858375,61.85,3
6824,1995-11-26 00:00:00,False,11.283606,47.178361,,,,1.0,0.0,,1.0,1.0,0.0,,200.0,20.0,,,,2315.0,42.0,NE,Hochtennboden - Axamer Lizum,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-10.848001,0.53,-7.365188,-1.395834,0.0,0.14,2.1689186,198.34291515713247,27.75,6
6825,1995-12-14 00:00:00,False,11.20237,47.013489,2.0,,,2.0,0.0,,2.0,2.0,0.0,,,,,,,2200.0,37.0,NW,Tobelfall - Grawa-Eisgarten,Zentrale Stubaier Alpen,,,,,,,-14.701,0.66,-10.229125,-6.5583334,0.0,14.560001,2.5378487,345.6639893651895,16.529999,3
6827,1995-12-22 00:00:00,False,12.454633,47.039512,3.0,,,1.0,0.0,,1.0,1.0,0.0,,150.0,200.0,200.0,,,2800.0,35.0,SE,Firschnitztal - Nahe Firschnitzscharte,Lasörling Gruppe,,,,,,,-9.563499,0.89,-10.487458,2.0291672,0.0,6.8600006,1.916733,235.8629884190884,18.19,4
6832,1995-12-31 00:00:00,False,12.467412,47.364457,3.0,,,1.0,0.0,,1.0,0.0,1.0,,200.0,17.0,,,,2105.0,35.0,W,Gamshag - ,Östl. Kitzbüheler Alpen,,,,,,,-11.9135,0.79,-15.467146,10.222916,0.0,3.64,1.8010352,170.8761426930049,21.990002,6
6836,1996-01-06 00:00:00,False,10.327894,46.962124,3.0,,,1.0,0.0,,2.0,1.0,1.0,,150.0,30.0,,,,2650.0,35.0,W,Greitspitze - ,Samnaungruppe,,,,,,,-17.5805,1.0,-13.159145,-1.6624994,0.0,2.1700006,1.818582,218.5054833228484,21.76,5
6838,1996-02-18 00:00:00,False,12.377437,47.34076,3.0,,,1.0,0.0,,1.0,1.0,0.0,,,,,,,1800.0,17.0,NW,Gauxalm - Aubachgraben,Westl. Kitzbüheler Alpen,,,,,,,-8.5115,1.08,-7.463062,2.1749997,0.0,11.900002,2.323007,181.5303498736327,33.12,6
6846,1996-02-18 00:00:00,False,12.354126,47.38444,3.0,,,1.0,0.0,,1.0,1.0,0.0,,500.0,40.0,,,,1800.0,40.0,NE,Schigebiet Pengelstein - Saukasergraben,Westl. Kitzbüheler Alpen,,,,,,,-7.518,1.0,-7.007583,2.0229163,0.19999999,10.850001,2.3514216,190.4841678000075,32.84,6
6855,1996-03-05 00:00:00,False,12.512058,47.402685,2.0,,,1.0,0.0,,1.0,1.0,0.0,,150.0,,,,,2000.0,35.0,NW,Mesnerhöhe - Richtung Roßkarlacke,Östl. Kitzbüheler Alpen,,,,,,,-21.345,1.19,-14.414791,-1.3437529,0.0,9.100001,2.1880057,152.2723739600477,49.56,1
6857,1996-03-08 00:00:00,False,11.987922,47.235221,3.0,,,1.0,0.0,,4.0,1.0,3.0,,,80.0,,,,2240.0,45.0,NE,Isskogel - Richtberg - ,Westl. Kitzbüheler Alpen,,,,,,,-12.280001,1.2,-11.297708,5.1395807,0.0,0.0,1.8829813,351.3680989071206,62.370003,4
6858,1996-03-09 00:00:00,False,12.443206,47.468611,3.0,,,1.0,0.0,,1.0,1.0,0.0,,170.0,,,,,1590.0,40.0,NE,Kitzbühler Horn - Raintal,Östl. Kitzbüheler Alpen,,,,,,,-12.5915,1.16,-6.6441045,-0.7812495,0.0,0.35,2.2179224,257.57083224300635,60.64,5
6863,1996-03-26 00:00:00,False,10.972948,46.953687,3.0,,,1.0,0.0,,1.0,1.0,0.0,,30.0,,,,,2480.0,45.0,N,Gaislachkogel - Gratl,Weißkugelgruppe,,,,,,,-2.5904999,1.21,-0.99050015,1.4895833,0.39999998,8.19,1.850654,168.74799235141236,68.55,1
6864,1996-03-30 00:00:00,False,11.021518,47.199395,3.0,,,1.0,0.0,,2.0,1.0,0.0,,,250.0,,,,2300.0,45.0,N,Staumauer Finstertal - Kühtai,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-12.4925,1.25,-7.978958,-6.8875003,0.0,7.7700005,2.175026,147.5168957315613,67.770004,5
6865,1996-04-03 00:00:00,False,11.036264,47.0259,3.0,,,3.0,0.0,,4.0,4.0,0.0,,,60.0,,,,3000.0,40.0,NE,Murkarspitze - ,Nördl. Ötztaler- & Stubaier Alpen,,,,,,,-13.966,1.19,-13.148813,4.310418,0.0,4.2000003,2.190332,123.05192310576268,73.66,2
